PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,C02,S02,N0X
2744,1992,NC,ELECTRIC UTILITY,PETROLEUM,133730,143,112
2745,1992,NC,INDUSTRIAL COGEN,ALL SOURCES,3691879,42219,15238
2746,1992,NC,INDUSTRIAL COGEN,COAL,2861828,25961,10861
2747,1992,NC,INDUSTRIAL COGEN,NATURAL GAS,86490,0,181
2748,1992,NC,INDUSTRIAL COGEN,OTHER,0,16100,3107
2749,1992,NC,INDUSTRIAL COGEN,PETROLEUM,743561,158,1089
2750,1992,NC,INDUSTRIAL NON-COGEN,ALL SOURCES,1543,5,1
2751,1992,NC,INDUSTRIAL NON-COGEN,PETROLEUM,1543,5,1
2752,1992,NC,IPP NAICS-22 COGEN,ALL SOURCES,4151295,24915,14641
2753,1992,NC,IPP NAICS-22 COGEN,COAL,4090634,24910,14527
2754,1992,NC,IPP NAICS-22 COGEN,NATURAL GAS,58757,0,113
2755,1992,NC,IPP NAICS-22 COGEN,PETROLEUM,1904,5,1
2756,1992,NC,IPP NAICS-22 NON-COGEN,ALL SOURCES,34876,42,563
2757,1992,NC,IPP NAICS-22 NON-COGEN,NATURAL GAS,2124,0,5
2758,1992,NC,IPP NAICS-22 NON-COGEN,OTHER,32752,42,558
2759,1992,NC,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,57164897,401570,232309
2760,1992,NC,TOTAL ELECTRIC POWER INDUSTRY,COAL,55926125,385118,226735
2761,1992,NC,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,325262,1,708
2762,1992,NC,TOTAL ELECTRIC POWER INDUSTRY,OTHER,32752,16141,3665
2763,1992,NC,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,880758,310,1202
2764,1992,ND,ELECTRIC UTILITY,ALL SOURCES,29710263,131703,71633
2765,1992,ND,ELECTRIC UTILITY,COAL,29685683,131633,71587
2766,1992,ND,ELECTRIC UTILITY,NATURAL GAS,75,0,0
2767,1992,ND,ELECTRIC UTILITY,PETROLEUM,24505,71,46
2768,1992,ND,INDUSTRIAL COGEN,ALL SOURCES,422783,1623,1138
2769,1992,ND,INDUSTRIAL COGEN,COAL,331733,1153,989
2770,1992,ND,INDUSTRIAL COGEN,NATURAL GAS,3490,0,8
2771,1992,ND,INDUSTRIAL COGEN,PETROLEUM,87560,470,141
2772,1992,ND,INDUSTRIAL NON-COGEN,ALL SOURCES,0,0,19
2773,1992,ND,INDUSTRIAL NON-COGEN,NATURAL GAS,0,0,19
2774,1992,ND,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,30133046,133326,72790
2775,1992,ND,TOTAL ELECTRIC POWER INDUSTRY,COAL,30017416,132786,72576
2776,1992,ND,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,3565,0,27
2777,1992,ND,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,112065,541,187
2778,1992,NE,ELECTRIC UTILITY,ALL SOURCES,13203046,47164,67702
2779,1992,NE,ELECTRIC UTILITY,COAL,13095916,47155,67473
2780,1992,NE,ELECTRIC UTILITY,NATURAL GAS,96747,0,225
2781,1992,NE,ELECTRIC UTILITY,PETROLEUM,10383,8,5
2782,1992,NE,INDUSTRIAL COGEN,ALL SOURCES,110867,1517,549
2783,1992,NE,INDUSTRIAL COGEN,COAL,110867,1517,542
2784,1992,NE,INDUSTRIAL COGEN,NATURAL GAS,0,0,6
2785,1992,NE,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,13313913,48680,68251
2786,1992,NE,TOTAL ELECTRIC POWER INDUSTRY,COAL,13206783,48672,68015
2787,1992,NE,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,96747,0,231
2788,1992,NE,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,10383,8,5
2789,1992,NH,COMMERCIAL COGEN,ALL SOURCES,48239,279,85
2790,1992,NH,COMMERCIAL COGEN,PETROLEUM,48239,279,85
2791,1992,NH,ELECTRIC UTILITY,ALL SOURCES,4328268,50830,18419
2792,1992,NH,ELECTRIC UTILITY,COAL,3092892,38887,16660
2793,1992,NH,ELECTRIC UTILITY,NATURAL GAS,34216,0,94
2794,1992,NH,ELECTRIC UTILITY,PETROLEUM,1201160,11942,1666
2795,1992,NH,INDUSTRIAL COGEN,ALL SOURCES,30019,111,117
2796,1992,NH,INDUSTRIAL COGEN,OTHER,0,6,92
2797,1992,NH,INDUSTRIAL COGEN,PETROLEUM,30019,104,25
2798,1992,NH,INDUSTRIAL NON-COGEN,ALL SOURCES,323,15,91
2799,1992,NH,INDUSTRIAL NON-COGEN,OTHER,0,15,91
2800,1992,NH,INDUSTRIAL NON-COGEN,PETROLEUM,323,0,0
2801,1992,NH,IPP NAICS-22 COGEN,ALL SOURCES,17,0,0
2802,1992,NH,IPP NAICS-22 COGEN,PETROLEUM,17,0,0
2803,1992,NH,IPP NAICS-22 NON-COGEN,ALL SOURCES,102407,52,555
2804,1992,NH,IPP NAICS-22 NON-COGEN,OTHER,100154,50,555
2805,1992,NH,IPP NAICS-22 NON-COGEN,PETROLEUM,2253,1,0
2806,1992,NH,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,4509273,51287,19268
2807,1992,NH,TOTAL ELECTRIC POWER INDUSTRY,COAL,3092892,38868,16262
2808,1992,NH,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,34216,0,92
2809,1992,NH,TOTAL ELECTRIC POWER INDUSTRY,OTHER,100154,95,1169
2810,1992,NH,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,1282011,12323,1745
2811,1992,NJ,COMMERCIAL COGEN,ALL SOURCES,90560,1,210
2812,1992,NJ,COMMERCIAL COGEN,NATURAL GAS,88829,0,206
2813,1992,NJ,COMMERCIAL COGEN,OTHER,0,0,2
2814,1992,NJ,COMMERCIAL COGEN,PETROLEUM,1731,1,2
2815,1992,NJ,ELECTRIC UTILITY,ALL SOURCES,8453226,53623,35947
2816,1992,NJ,ELECTRIC UTILITY,COAL,5309544,50243,28616
2817,1992,NJ,ELECTRIC UTILITY,NATURAL GAS,2129651,9,4917
2818,1992,NJ,ELECTRIC UTILITY,PETROLEUM,1014031,3371,2413
2819,1992,NJ,INDUSTRIAL COGEN,ALL SOURCES,2050938,663,3832
2820,1992,NJ,INDUSTRIAL COGEN,NATURAL GAS,1740652,6,3455
2821,1992,NJ,INDUSTRIAL COGEN,PETROLEUM,310286,657,377
2822,1992,NJ,INDUSTRIAL NON-COGEN,ALL SOURCES,4976,3,11
2823,1992,NJ,INDUSTRIAL NON-COGEN,NATURAL GAS,4551,0,10
2824,1992,NJ,INDUSTRIAL NON-COGEN,PETROLEUM,425,3,1
2825,1992,NJ,IPP NAICS-22 COGEN,ALL SOURCES,4232598,141,5357
2826,1992,NJ,IPP NAICS-22 COGEN,NATURAL GAS,3834774,19,4305
2827,1992,NJ,IPP NAICS-22 COGEN,OTHER,347649,65,1039
2828,1992,NJ,IPP NAICS-22 COGEN,PETROLEUM,50175,56,13
2829,1992,NJ,IPP NAICS-22 NON-COGEN,ALL SOURCES,680023,80,1060
2830,1992,NJ,IPP NAICS-22 NON-COGEN,NATURAL GAS,417810,2,107
2831,1992,NJ,IPP NAICS-22 NON-COGEN,OTHER,262186,77,953
2832,1992,NJ,IPP NAICS-22 NON-COGEN,PETROLEUM,27,1,0
2833,1992,NJ,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,15512321,54510,46416
2834,1992,NJ,TOTAL ELECTRIC POWER INDUSTRY,COAL,5309544,50243,28617
2835,1992,NJ,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,8216267,36,13000
2836,1992,NJ,TOTAL ELECTRIC POWER INDUSTRY,OTHER,609835,142,1994
2837,1992,NJ,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,1376675,4088,2805
2838,1992,NM,COMMERCIAL COGEN,ALL SOURCES,38882,0,89
2839,1992,NM,COMMERCIAL COGEN,NATURAL GAS,38882,0,89
2840,1992,NM,ELECTRIC UTILITY,ALL SOURCES,27123747,52907,107069
2841,1992,NM,ELECTRIC UTILITY,COAL,25878977,52893,104358
2842,1992,NM,ELECTRIC UTILITY,NATURAL GAS,1214224,5,2686
2843,1992,NM,ELECTRIC UTILITY,PETROLEUM,30546,8,24
2844,1992,NM,INDUSTRIAL COGEN,ALL SOURCES,97820,4,228
2845,1992,NM,INDUSTRIAL COGEN,NATURAL GAS,96834,0,227
2846,1992,NM,INDUSTRIAL COGEN,PETROLEUM,986,4,1
2847,1992,NM,INDUSTRIAL NON-COGEN,ALL SOURCES,154780,1,363
2848,1992,NM,INDUSTRIAL NON-COGEN,NATURAL GAS,154780,1,363
2849,1992,NM,IPP NAICS-22 COGEN,ALL SOURCES,2790,0,19
2850,1992,NM,IPP NAICS-22 COGEN,NATURAL GAS,2790,0,2
2851,1992,NM,IPP NAICS-22 COGEN,OTHER,0,0,17
2852,1992,NM,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,27418019,52912,107767
2853,1992,NM,TOTAL ELECTRIC POWER INDUSTRY,COAL,25878977,52894,104358
2854,1992,NM,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1507510,6,3367
2855,1992,NM,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0,0,17
2856,1992,NM,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,31532,11,25
2857,1992,NV,ELECTRIC UTILITY,ALL SOURCES,17973291,52501,76878
2858,1992,NV,ELECTRIC UTILITY,COAL,16364120,51301,73306
2859,1992,NV,ELECTRIC UTILITY,NATURAL GAS,1326367,7,3095
2860,1992,NV,ELECTRIC UTILITY,PETROLEUM,282804,1192,476
2861,1992,NV,IPP NAICS-22 COGEN,ALL SOURCES,567410,3,357
2862,1992,NV,IPP NAICS-22 COGEN,NATURAL GAS,567410,3,311
2863,1992,NV,IPP NAICS-22 COGEN,OTHER,0,0,45
2864,1992,NV,IPP NAICS-22 NON-COGEN,ALL SOURCES,28413,0,0
2865,1992,NV,IPP NAICS-22 NON-COGEN,GEOTHERMAL,28413,0,0
2866,1992,NV,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,18569114,52503,77234
2867,1992,NV,TOTAL ELECTRIC POWER INDUSTRY,COAL,16364120,51301,73306
2868,1992,NV,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,28413,0,0
2869,1992,NV,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1893777,10,3407
2870,1992,NV,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0,0,45
2871,1992,NV,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,282804,1192,476
2872,1992,NY,COMMERCIAL COGEN,ALL SOURCES,521825,1113,1428
2873,1992,NY,COMMERCIAL COGEN,COAL,135698,401,581
2874,1992,NY,COMMERCIAL COGEN,NATURAL GAS,298777,1,601
2875,1992,NY,COMMERCIAL COGEN,OTHER,8337,3,24
2876,1992,NY,COMMERCIAL COGEN,PETROLEUM,79013,709,222
2877,1992,NY,COMMERCIAL NON-COGEN,ALL SOURCES,0,0,0
2878,1992,NY,COMMERCIAL NON-COGEN,NATURAL GAS,0,0,0
2879,1992,NY,ELECTRIC UTILITY,ALL SOURCES,50105555,304421,148442
2880,1992,NY,ELECTRIC UTILITY,COAL,24081399,229310,93392
2881,1992,NY,ELECTRIC UTILITY,NATURAL GAS,11412951,61,27411
2882,1992,NY,ELECTRIC UTILITY,OTHER,0,0,3
2883,1992,NY,ELECTRIC UTILITY,PETROLEUM,14611205,75051,27637
2884,1992,NY,INDUSTRIAL COGEN,ALL SOURCES,4079685,41743,13604
2885,1992,NY,INDUSTRIAL COGEN,COAL,2317092,35232,7843
2886,1992,NY,INDUSTRIAL COGEN,NATURAL GAS,919140,6,2615
2887,1992,NY,INDUSTRIAL COGEN,OTHER,21260,6259,1689
2888,1992,NY,INDUSTRIAL COGEN,PETROLEUM,822193,246,1457
2889,1992,NY,IPP NAICS-22 COGEN,ALL SOURCES,4523407,8186,11277
2890,1992,NY,IPP NAICS-22 COGEN,COAL,1833595,7605,5709
2891,1992,NY,IPP NAICS-22 COGEN,NATURAL GAS,2295636,10,4451
2892,1992,NY,IPP NAICS-22 COGEN,OTHER,358176,472,1094
2893,1992,NY,IPP NAICS-22 COGEN,PETROLEUM,36000,100,23
2894,1992,NY,IPP NAICS-22 NON-COGEN,ALL SOURCES,836757,655,3804
2895,1992,NY,IPP NAICS-22 NON-COGEN,NATURAL GAS,277,0,1
2896,1992,NY,IPP NAICS-22 NON-COGEN,OTHER,836480,655,3803
2897,1992,NY,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,60067229,356119,178555
2898,1992,NY,TOTAL ELECTRIC POWER INDUSTRY,COAL,28367784,272546,107508
2899,1992,NY,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,14926781,78,35073
2900,1992,NY,TOTAL ELECTRIC POWER INDUSTRY,OTHER,1224253,7390,6640
2901,1992,NY,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,15548411,76105,29334
2902,1992,OH,COMMERCIAL COGEN,ALL SOURCES,100287,407,353
2903,1992,OH,COMMERCIAL COGEN,COAL,24393,376,109
2904,1992,OH,COMMERCIAL COGEN,NATURAL GAS,64765,0,210
2905,1992,OH,COMMERCIAL COGEN,OTHER,9498,19,30
2906,1992,OH,COMMERCIAL COGEN,PETROLEUM,1631,12,4
2907,1992,OH,COMMERCIAL NON-COGEN,ALL SOURCES,24667,14,57
2908,1992,OH,COMMERCIAL NON-COGEN,NATURAL GAS,20519,0,54
2909,1992,OH,COMMERCIAL NON-COGEN,PETROLEUM,4148,14,4
2910,1992,OH,ELECTRIC UTILITY,ALL SOURCES,111958177,1957343,496767
2911,1992,OH,ELECTRIC UTILITY,COAL,111588088,1956154,495239
2912,1992,OH,ELECTRIC UTILITY,NATURAL GAS,161763,1,311
2913,1992,OH,ELECTRIC UTILITY,OTHER,0,818,1049
2914,1992,OH,ELECTRIC UTILITY,PETROLEUM,208326,370,169
2915,1992,OH,INDUSTRIAL COGEN,ALL SOURCES,3040251,47579,12596
2916,1992,OH,INDUSTRIAL COGEN,COAL,2289379,43027,10575
2917,1992,OH,INDUSTRIAL COGEN,NATURAL GAS,116764,0,267
2918,1992,OH,INDUSTRIAL COGEN,OTHER,0,1467,572
2919,1992,OH,INDUSTRIAL COGEN,PETROLEUM,634108,3085,1182
2920,1992,OH,IPP NAICS-22 COGEN,ALL SOURCES,0,13,98
2921,1992,OH,IPP NAICS-22 COGEN,OTHER,0,13,98
2922,1992,OH,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,115123382,2005356,509872
2923,1992,OH,TOTAL ELECTRIC POWER INDUSTRY,COAL,113901860,1999557,505923
2924,1992,OH,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,363811,1,842
2925,1992,OH,TOTAL ELECTRIC POWER INDUSTRY,OTHER,9498,2317,1749
2926,1992,OH,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,848213,3481,1358
2927,1992,OK,COMMERCIAL COGEN,ALL SOURCES,22522,0,54
2928,1992,OK,COMMERCIAL COGEN,NATURAL GAS,22522,0,54
2929,1992,OK,ELECTRIC UTILITY,ALL SOURCES,36439963,97544,147507
2930,1992,OK,ELECTRIC UTILITY,COAL,28219473,97459,130882
2931,1992,OK,ELECTRIC UTILITY,NATURAL GAS,8207992,40,16615
2932,1992,OK,ELECTRIC UTILITY,PETROLEUM,12498,45,10
2933,1992,OK,INDUSTRIAL COGEN,ALL SOURCES,1314457,7303,3748
2934,1992,OK,INDUSTRIAL COGEN,COAL,645756,5143,2058
2935,1992,OK,INDUSTRIAL COGEN,NATURAL GAS,532398,3,1002
2936,1992,OK,INDUSTRIAL COGEN,OTHER,1452,2141,502
2937,1992,OK,INDUSTRIAL COGEN,PETROLEUM,134851,15,186
2938,1992,OK,INDUSTRIAL NON-COGEN,ALL SOURCES,9474,1,44
2939,1992,OK,INDUSTRIAL NON-COGEN,NATURAL GAS,9474,0,43
2940,1992,OK,INDUSTRIAL NON-COGEN,PETROLEUM,0,1,1
2941,1992,OK,IPP NAICS-22 COGEN,ALL SOURCES,2377207,4558,7790
2942,1992,OK,IPP NAICS-22 COGEN,COAL,1958721,4556,7034
2943,1992,OK,IPP NAICS-22 COGEN,NATURAL GAS,418486,2,756
2944,1992,OK,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,40163623,109406,159143
2945,1992,OK,TOTAL ELECTRIC POWER INDUSTRY,COAL,30823950,107158,139958
2946,1992,OK,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,9190872,44,18476
2947,1992,OK,TOTAL ELECTRIC POWER INDUSTRY,OTHER,1452,2142,509
2948,1992,OK,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,147349,62,200
2949,1992,OR,COMMERCIAL COGEN,OTHER,0,0,0
2950,1992,OR,ELECTRIC UTILITY,ALL SOURCES,4500483,12827,15744
2951,1992,OR,ELECTRIC UTILITY,COAL,3726855,12806,13929
2952,1992,OR,ELECTRIC UTILITY,NATURAL GAS,765859,4,1812
2953,1992,OR,ELECTRIC UTILITY,PETROLEUM,7769,17,4
2954,1992,OR,INDUSTRIAL COGEN,ALL SOURCES,309192,4178,1460
2955,1992,OR,INDUSTRIAL COGEN,COAL,115050,2156,576
2956,1992,OR,INDUSTRIAL COGEN,NATURAL GAS,180768,1,243
2957,1992,OR,INDUSTRIAL COGEN,OTHER,0,2011,624
2958,1992,OR,INDUSTRIAL COGEN,PETROLEUM,13374,11,16
2959,1992,OR,INDUSTRIAL NON-COGEN,OTHER,0,0,0
2960,1992,OR,IPP NAICS-22 COGEN,ALL SOURCES,27378,5,118
2961,1992,OR,IPP NAICS-22 COGEN,NATURAL GAS,27378,0,22
2962,1992,OR,IPP NAICS-22 COGEN,OTHER,0,5,96
2963,1992,OR,IPP NAICS-22 NON-COGEN,ALL SOURCES,69117,27,215
2964,1992,OR,IPP NAICS-22 NON-COGEN,OTHER,69117,27,215
2965,1992,OR,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,4906170,17038,17537
2966,1992,OR,TOTAL ELECTRIC POWER INDUSTRY,COAL,3841905,14949,14280
2967,1992,OR,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,974005,5,2080
2968,1992,OR,TOTAL ELECTRIC POWER INDUSTRY,OTHER,69117,2056,1156
2969,1992,OR,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,21143,28,20
2970,1992,PA,COMMERCIAL COGEN,ALL SOURCES,193864,984,621
2971,1992,PA,COMMERCIAL COGEN,COAL,107581,980,418
2972,1992,PA,COMMERCIAL COGEN,NATURAL GAS,80033,0,197
2973,1992,PA,COMMERCIAL COGEN,PETROLEUM,6250,5,6
2974,1992,PA,COMMERCIAL NON-COGEN,ALL SOURCES,160724,8,381
2975,1992,PA,COMMERCIAL NON-COGEN,OTHER,158914,8,380
2976,1992,PA,COMMERCIAL NON-COGEN,PETROLEUM,1810,0,1
2977,1992,PA,ELECTRIC UTILITY,ALL SOURCES,95559070,1082761,394973
2978,1992,PA,ELECTRIC UTILITY,COAL,93068186,1058471,390117
2979,1992,PA,ELECTRIC UTILITY,NATURAL GAS,169635,0,482
2980,1992,PA,ELECTRIC UTILITY,PETROLEUM,2321249,24290,4374
2981,1992,PA,INDUSTRIAL COGEN,ALL SOURCES,3722123,48243,12520
2982,1992,PA,INDUSTRIAL COGEN,COAL,2850891,39934,9227
2983,1992,PA,INDUSTRIAL COGEN,NATURAL GAS,522519,1,1482
2984,1992,PA,INDUSTRIAL COGEN,OTHER,0,2757,729
2985,1992,PA,INDUSTRIAL COGEN,PETROLEUM,348713,5551,1082
2986,1992,PA,INDUSTRIAL NON-COGEN,ALL SOURCES,1015803,4690,2854
2987,1992,PA,INDUSTRIAL NON-COGEN,COAL,659445,4688,2172
2988,1992,PA,INDUSTRIAL NON-COGEN,NATURAL GAS,356358,2,682
2989,1992,PA,IPP NAICS-22 COGEN,ALL SOURCES,6619572,42151,18996
2990,1992,PA,IPP NAICS-22 COGEN,COAL,5603988,42078,15331
2991,1992,PA,IPP NAICS-22 COGEN,NATURAL GAS,526703,2,916
2992,1992,PA,IPP NAICS-22 COGEN,OTHER,37881,21,1968
2993,1992,PA,IPP NAICS-22 COGEN,PETROLEUM,451000,51,781
2994,1992,PA,IPP NAICS-22 NON-COGEN,ALL SOURCES,1166986,2855,2644
2995,1992,PA,IPP NAICS-22 NON-COGEN,COAL,501784,2681,475
2996,1992,PA,IPP NAICS-22 NON-COGEN,NATURAL GAS,10556,0,20
2997,1992,PA,IPP NAICS-22 NON-COGEN,OTHER,633513,107,2139
2998,1992,PA,IPP NAICS-22 NON-COGEN,PETROLEUM,21133,67,11
2999,1992,PA,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,108438142,1181693,432989
3000,1992,PA,TOTAL ELECTRIC POWER INDUSTRY,COAL,102791875,1148832,417730
3001,1992,PA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1665804,5,3781
3002,1992,PA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,830308,2893,5220
3003,1992,PA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,3150155,29963,6258
3004,1992,RI,COMMERCIAL COGEN,ALL SOURCES,151605,476,308
3005,1992,RI,COMMERCIAL COGEN,NATURAL GAS,59791,0,142
3006,1992,RI,COMMERCIAL COGEN,PETROLEUM,91814,476,166
3007,1992,RI,ELECTRIC UTILITY,ALL SOURCES,113607,441,191
3008,1992,RI,ELECTRIC UTILITY,NATURAL GAS,25642,0,60
3009,1992,RI,ELECTRIC UTILITY,PETROLEUM,87965,441,132
3010,1992,RI,INDUSTRIAL COGEN,ALL SOURCES,0,0,26
3011,1992,RI,INDUSTRIAL COGEN,NATURAL GAS,0,0,26
3012,1992,RI,IPP NAICS-22 COGEN,ALL SOURCES,128425,1,90
3013,1992,RI,IPP NAICS-22 COGEN,NATURAL GAS,128425,1,90
3014,1992,RI,IPP NAICS-22 NON-COGEN,ALL SOURCES,1931321,10,1720
3015,1992,RI,IPP NAICS-22 NON-COGEN,NATURAL GAS,1931230,10,1359
3016,1992,RI,IPP NAICS-22 NON-COGEN,OTHER,0,0,361
3017,1992,RI,IPP NAICS-22 NON-COGEN,PETROLEUM,91,0,0
3018,1992,RI,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,2324958,928,2336
3019,1992,RI,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,2145088,10,1677
3020,1992,RI,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0,0,361
3021,1992,RI,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,179870,918,298
3022,1992,SC,COMMERCIAL COGEN,ALL SOURCES,112805,43,305
3023,1992,SC,COMMERCIAL COGEN,NATURAL GAS,12101,0,28
3024,1992,SC,COMMERCIAL COGEN,OTHER,97458,34,274
3025,1992,SC,COMMERCIAL COGEN,PETROLEUM,3246,8,3
3026,1992,SC,ELECTRIC UTILITY,ALL SOURCES,21866377,135933,83703
3027,1992,SC,ELECTRIC UTILITY,COAL,21700328,135790,83421
3028,1992,SC,ELECTRIC UTILITY,NATURAL GAS,97384,0,227
3029,1992,SC,ELECTRIC UTILITY,PETROLEUM,68665,142,55
3030,1992,SC,INDUSTRIAL COGEN,ALL SOURCES,1256563,30788,10209
3031,1992,SC,INDUSTRIAL COGEN,COAL,1073073,19593,6896
3032,1992,SC,INDUSTRIAL COGEN,NATURAL GAS,80917,0,177
3033,1992,SC,INDUSTRIAL COGEN,OTHER,655,11113,2701
3034,1992,SC,INDUSTRIAL COGEN,PETROLEUM,101918,83,435
3035,1992,SC,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,23235745,166763,94217
3036,1992,SC,TOTAL ELECTRIC POWER INDUSTRY,COAL,22773401,155383,90317
3037,1992,SC,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,190402,0,432
3038,1992,SC,TOTAL ELECTRIC POWER INDUSTRY,OTHER,98113,11147,2975
3039,1992,SC,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,173829,233,494
3040,1992,SD,ELECTRIC UTILITY,ALL SOURCES,2807813,28917,9428
3041,1992,SD,ELECTRIC UTILITY,COAL,2796949,28908,9420
3042,1992,SD,ELECTRIC UTILITY,NATURAL GAS,2592,0,5
3043,1992,SD,ELECTRIC UTILITY,PETROLEUM,8272,8,3
3044,1992,SD,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,2807813,28917,9428
3045,1992,SD,TOTAL ELECTRIC POWER INDUSTRY,COAL,2796949,28908,9420
3046,1992,SD,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,2592,0,5
3047,1992,SD,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,8272,8,3
3048,1992,TN,COMMERCIAL COGEN,ALL SOURCES,290844,466,1053
3049,1992,TN,COMMERCIAL COGEN,COAL,145732,415,600
3050,1992,TN,COMMERCIAL COGEN,NATURAL GAS,19948,0,46
3051,1992,TN,COMMERCIAL COGEN,OTHER,125164,52,407
3052,1992,TN,ELECTRIC UTILITY,ALL SOURCES,46125860,710059,205575
3053,1992,TN,ELECTRIC UTILITY,COAL,46014237,709916,205466
3054,1992,TN,ELECTRIC UTILITY,NATURAL GAS,15879,0,37
3055,1992,TN,ELECTRIC UTILITY,PETROLEUM,95744,143,73
3056,1992,TN,INDUSTRIAL COGEN,ALL SOURCES,6398056,58435,21158
3057,1992,TN,INDUSTRIAL COGEN,COAL,5886805,54976,18909
3058,1992,TN,INDUSTRIAL COGEN,NATURAL GAS,504295,3,1053
3059,1992,TN,INDUSTRIAL COGEN,OTHER,0,3408,1182
3060,1992,TN,INDUSTRIAL COGEN,PETROLEUM,6956,47,15
3061,1992,TN,IPP NAICS-22 NON-COGEN,ALL SOURCES,0,0,73
3062,1992,TN,IPP NAICS-22 NON-COGEN,OTHER,0,0,73
3063,1992,TN,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,52814760,768960,227860
3064,1992,TN,TOTAL ELECTRIC POWER INDUSTRY,COAL,52046774,765307,224972
3065,1992,TN,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,540122,3,1138
3066,1992,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER,125164,3460,1664
3067,1992,TN,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,102700,191,87
3068,1992,TX,COMMERCIAL COGEN,ALL SOURCES,388241,5,784
3069,1992,TX,COMMERCIAL COGEN,NATURAL GAS,384871,1,779
3070,1992,TX,COMMERCIAL COGEN,PETROLEUM,3370,5,5
3071,1992,TX,COMMERCIAL NON-COGEN,ALL SOURCES,5082,11,30
3072,1992,TX,COMMERCIAL NON-COGEN,NATURAL GAS,1768,0,5
3073,1992,TX,COMMERCIAL NON-COGEN,OTHER,0,0,23
3074,1992,TX,COMMERCIAL NON-COGEN,PETROLEUM,3314,11,3
3075,1992,TX,ELECTRIC UTILITY,ALL SOURCES,175805940,447121,551071
3076,1992,TX,ELECTRIC UTILITY,COAL,122837886,445958,443412
3077,1992,TX,ELECTRIC UTILITY,NATURAL GAS,52758706,263,107405
3078,1992,TX,ELECTRIC UTILITY,PETROLEUM,209348,900,255
3079,1992,TX,INDUSTRIAL COGEN,ALL SOURCES,24401199,61277,44906
3080,1992,TX,INDUSTRIAL COGEN,NATURAL GAS,22169433,103,37912
3081,1992,TX,INDUSTRIAL COGEN,OTHER,0,12354,3577
3082,1992,TX,INDUSTRIAL COGEN,PETROLEUM,2231766,48820,3417
